,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction
ODC1,0.575284621293919,7.18713620414469,1.94721219771786,0.0615430470053995,0.0896664128319544,-5.9580993449583,no DE
AHI1,0.205104260336754,3.90163861931823,1.79071031392,0.0840952538504484,0.118452071707122,-5.95873849522714,no DE
ARHGAP26,0.466832922870728,4.96974617674921,1.92788256325977,0.0640085349089353,0.0928956422244088,-5.9607720943775,no DE
ARMCX6,0.289273741488875,3.0244017571076,1.71119946880238,0.0980383140699484,0.135790971302529,-5.96084860639352,no DE
C11orf70,-0.486447644040768,1.6742833504296,-1.48783443045511,0.147906525964127,0.195051917903592,-5.96163803610764,no DE
GRIPAP1,0.229991953906632,5.406863457931,1.94159249237668,0.0622511559709488,0.0906070850678852,-5.9620542310515,no DE
ZNF568,0.264813861932863,2.09086812704216,1.61599887028981,0.117242894797779,0.158933586644035,-5.96230144530156,no DE
RPL18A,0.347909426339807,6.31666135902507,1.95452078896541,0.0606326486903224,0.0885475456874892,-5.96308717843462,no DE
STX16,0.307085857021531,5.94297584719388,1.94875592496066,0.0613497644737929,0.0894547001425848,-5.96530048654993,no DE
TMTC3,0.253214597802227,4.84725730894463,1.92476193971435,0.0644145254961561,0.093391403010255,-5.96549423261414,no DE
PEX19,0.247401931545498,6.50063810830911,1.95065726684744,0.0611124348068832,0.0891684117520954,-5.96561298562071,no DE
TFE3,-0.199034044260909,6.44932109979048,-1.94981322508603,0.0612176908825552,0.0892920459369755,-5.96592898456094,no DE
UBE2Q2,-0.228700296141908,5.35880884836528,-1.94415523633727,0.0619273620705675,0.0901559064362165,-5.96677811665358,no DE
WASL,0.172956281151579,6.41117231617499,1.94891727353857,0.0613295934106817,0.0894352790514611,-5.96857259270292,no DE
NAGA,-0.212141363936583,5.94403489574638,-1.94760641044656,0.061493639121419,0.0896344468399645,-5.96888615651728,no DE
RER1,0.160874690259883,6.77401664148697,1.94422594143479,0.0619184495793415,0.0901529863200384,-5.97047148537338,no DE
MAGEE1,0.279928543330076,2.10926747048066,1.58166461707822,0.124892837527534,0.168168579352889,-5.97057445675056,no DE
VASP,-0.278193440493079,7.13316281382952,-1.92295947857807,0.0646500431469706,0.0936912416117916,-5.97144217167981,no DE
MFSD10,0.278970030834375,6.67653609284232,1.94561380956307,0.061743732882494,0.0899487662182137,-5.97161177379445,no DE
ZNF223,0.277318431353245,1.96506313921067,1.50453315145198,0.143577193132751,0.189879746905958,-5.97187123563924,no DE
PI4K2B,0.224678076471161,5.57939574989596,1.93245997080744,0.0634170465630702,0.0921396603726352,-5.97334558250252,no DE
CIR1,-0.215865182700046,5.66943507798244,-1.94076392518331,0.0623561578182411,0.0907497968560042,-5.9736037143465,no DE
EPHA3,0.352317691184345,2.09901391103673,1.57708736865131,0.125943016118116,0.169338091202078,-5.97450080608606,no DE
EPDR1,-0.499440272921044,6.00229140611559,-1.94532027096553,0.0617806501357596,0.089982462198401,-5.97609838660917,no DE
PDLIM5,0.340150573094613,6.47699356777681,1.93957816571823,0.062506694091193,0.0909181945589862,-5.97734111183462,no DE
C19orf20,-0.271185681837288,2.59443512999735,-1.65287018600001,0.109463592836312,0.149646866075867,-5.97847372543494,no DE
TJP3,0.455869849517438,5.19572712393472,1.91243433061074,0.0660403095081085,0.0954622547075682,-5.97864554011414,no DE
NAT1,0.372010751799917,2.78285324648422,1.65034268100664,0.109982782835735,0.150293683454234,-5.97873693193431,no DE
ACCS,-0.268903629037739,3.23501461698903,-1.78286167265329,0.0853920018494574,0.120032500553626,-5.97967686583858,no DE
PLCH1,0.393484795247584,4.58765439538411,1.87635666332206,0.0710045098736741,0.101792626840315,-5.98096840294667,no DE
SLC35A5,-0.233429696022089,5.34107705747002,-1.9288026268734,0.0638892611326139,0.0927431634301612,-5.98175856152848,no DE
ZNF180,0.210073560192408,2.93189921247729,1.69019256294166,0.102031911082337,0.140725119965949,-5.98240322169859,no DE
ZBTB10,0.329388252673409,4.4495335422173,1.90191692166239,0.0674554100253739,0.0972278563450978,-5.98286171264811,no DE
FGFR3,-0.564526122978127,5.55391048157708,-1.94060165474186,0.0623767399336858,0.0907696305857749,-5.98402246503763,no DE
EIF4E,0.231655749360232,4.61563034474156,1.87939844046583,0.0705738606726267,0.101286487450225,-5.98410879167387,no DE
NSA2,0.240597865134781,5.97415011296394,1.93966322684262,0.0624958847518879,0.0909126026598009,-5.98567465845231,no DE
CUL9,0.195299818558454,4.70159451340021,1.90305358353402,0.0673012170717962,0.0970377539421358,-5.98616494829645,no DE
TUB,-0.369604591772397,2.88745496772837,-1.78841509650619,0.0844727196445837,0.118893674282263,-5.98632259722423,no DE
USP34,0.193041442870748,6.81392061923282,1.93003669076475,0.0637295851798311,0.0925525450992807,-5.98662064116248,no DE
DCUN1D3,-0.30012590573571,3.81606207404113,-1.80312200468624,0.0820788951951435,0.11605315347608,-5.98697020522342,no DE
COX7B,0.252729560453929,5.89312396972855,1.9337369556831,0.0632528870034911,0.091952325877778,-5.98743090046529,no DE
FUT11,-0.175641795027227,3.43991906380417,-1.81475766769358,0.0802262712337254,0.113652433081595,-5.98776837516542,no DE
TNFAIP6,0.486867034021693,1.47223881095516,1.01354872266099,0.319426888077571,0.383118549120328,-5.9877767395836,no DE
CLK1,-0.324343560450654,5.84209077880859,-1.9329215102731,0.0633576717698211,0.0920738910723086,-5.99070349719856,no DE
DBC1,0.883975791843039,-0.213411924199681,0.91285840955223,0.369065628105562,0.434118558498865,-5.99178027002489,no DE
TMEM176B,0.436181281605957,6.12872672337695,1.93763873753866,0.062753593842239,0.0912671487936207,-5.99250867517644,no DE
HDGFRP3,-0.415750079484549,4.5227433007911,-1.90605175463812,0.0668959681012497,0.0965921539408863,-5.99403283283474,no DE
PRSS8,0.338409651433136,7.62885372043301,1.88559972353191,0.0697028828706918,0.100179666385283,-5.99554378530884,no DE
TIAF1,0.333559862955105,3.74645490203144,1.7845041005529,0.0851192401914545,0.119700650960898,-5.99556851443727,no DE
TMEM71,0.676292744041985,1.66566227024719,1.2003202410155,0.240014303047471,0.298400485539445,-5.99785025650957,no DE
OAZ2,-0.20998243683911,6.49798653045294,-1.91927357818301,0.0651339913723458,0.0943192799404515,-5.99900029209099,no DE
TSG101,0.210647746968418,6.09267146733108,1.93381175902664,0.0632432823314424,0.0919486037282599,-5.99903504014061,no DE
CEP135,0.201914123676392,3.09907429835901,1.69660788794969,0.100798069614518,0.139258806380007,-5.99969236886855,no DE
ZNF649,-0.240358119460249,3.01569613712919,-1.77325682438103,0.0870020497157619,0.122019743734806,-6.00007763074033,no DE
MAN2B2,-0.250840509830821,6.43874902994816,-1.92459420708233,0.0644364106618058,0.0934127574820692,-6.00074657397356,no DE
BLOC1S2,-0.197117058390607,5.36564554759212,-1.90534439354304,0.0669913875722277,0.0967085359411953,-6.00169487684388,no DE
HOMER2,0.512966384786961,3.14478609331076,1.66069274999543,0.107869637286172,0.147684327197021,-6.00249758143283,no DE
RBM15B,0.179061983126814,6.3205871117828,1.93202250923103,0.0634733685657164,0.092211227589126,-6.00309919143798,no DE
ATG4A,-0.184491820542106,4.22171413322635,-1.8425995588029,0.0759381052787157,0.108105582746546,-6.00366253510884,no DE
C9orf85,0.239644206700197,2.54216803145007,1.59902844392917,0.120974220185796,0.163526964500617,-6.00608250931251,no DE
SNTB1,-0.416200729947199,6.14618956192328,-1.9276865348787,0.0640339723535717,0.0929222280301469,-6.00611136821358,no DE
DNAJC21,0.223464200516446,5.92939190083331,1.92547723886667,0.064321268323745,0.0932665535914068,-6.0090695894802,no DE
LOC284023,-0.36892512722014,2.70975604495803,-1.45054266931258,0.157954315996137,0.20654955787393,-6.0105701498652,no DE
FAM109B,0.245781797662051,4.22932572555396,1.85818408469241,0.0736249206150438,0.105168099013807,-6.01080958791916,no DE
CNOT8,-0.227538467701441,6.55268916929855,-1.92277988397742,0.0646735507512122,0.0937149043023504,-6.01214764074242,no DE
C20orf29,0.259931205214031,3.69423609683297,1.78653372169482,0.0847832023274247,0.119253786635762,-6.01276885890945,no DE
BAG1,-0.344811351564688,6.36959451698115,-1.92599565990587,0.0642537525674775,0.0931997146642164,-6.01322013259672,no DE
CHCHD5,0.266374958912412,3.75055449167883,1.77427348465558,0.0868304150685622,0.121818294055239,-6.01356672891249,no DE
HCG11,-0.269871882545646,4.23862022807201,-1.90027818128613,0.0676782510919883,0.0975275128619699,-6.0139147634264,no DE
PHGDH,0.63140374245515,4.2083622224559,1.89065489610164,0.0689997719711849,0.0992997346498018,-6.01531865463008,no DE
ZNF264,-0.236182370433156,5.20358813803871,-1.91588739048252,0.0655813598282754,0.0948934142377208,-6.01542691532555,no DE
PGAP3,0.286214564463856,5.69636165355909,1.91520153619533,0.0656722963013964,0.0950039325747675,-6.01601447151293,no DE
SS18L2,0.261318339031503,3.55678343715067,1.71876144439515,0.0966332905413737,0.134058278396913,-6.01636604700479,no DE
IL7,-0.288348601335771,2.07956712806436,-1.50308351054217,0.143948924487105,0.190294238538605,-6.0167489422869,no DE
DZIP3,-0.367334356274567,4.33085147836232,-1.87168749007587,0.0716699793012032,0.102645187603534,-6.02159496004968,no DE
IRF2,-0.184721886096459,5.49851868560638,-1.91811054138122,0.0652873468459032,0.0945098966817761,-6.02174347672629,no DE
DDX60,-0.376919453048971,5.55425200805677,-1.9188951781409,0.0651838519769587,0.0943810116311971,-6.02370083286627,no DE
CYB5D2,-0.294368236935064,4.1977474536995,-1.86589110564465,0.0725035887269145,0.103679814159993,-6.02382647329588,no DE
FIS1,-0.240646132475098,6.25560754240958,-1.91941796645923,0.0651149745138409,0.0943022037422795,-6.0245122135367,no DE
TMCO3,0.284633098355461,5.80810350258095,1.91804866461444,0.0652955145631772,0.094511238810507,-6.02467842752591,no DE
DCBLD1,0.510433626527987,4.34023779333041,1.85319807740765,0.07435829338785,0.106099563138566,-6.02541931893565,no DE
DTNBP1,0.181339967335976,3.98510844390023,1.81765399555288,0.0797707223191398,0.113056160524618,-6.02660110803138,no DE
CROCC,-0.352950290035948,4.88653449008448,-1.9049074000946,0.0670503947787169,0.0967509178693999,-6.02782183931819,no DE
C6orf57,0.256157178143797,2.06592890972338,1.42322658727195,0.16565444662043,0.21511017625711,-6.02955007182425,no DE
LOC100271836,0.304841498893737,3.04409132291152,1.58514787391077,0.12409848829949,0.167254266161409,-6.03104199299893,no DE
VTI1B,-0.173580216454847,5.64298684487348,-1.90874698828519,0.066533474296218,0.0961431905223661,-6.03193422180328,no DE
USP53,-0.277403303314143,5.71873064633,-1.91250172259825,0.0660313257560701,0.0954598399705375,-6.03314435180989,no DE
FAM53C,-0.237532003065679,5.36331231086696,-1.90838922314014,0.0665814933777821,0.0962019297166471,-6.03366498103348,no DE
IQCE,0.306874088320923,4.97833420413849,1.88957027160014,0.0691501101571746,0.0994947517506173,-6.03372214814353,no DE
ATF7,-0.150669578989671,6.16247919983024,-1.91359527078974,0.0658856975302789,0.0952809671906415,-6.03434507287457,no DE
PTPN2,0.182868378101615,4.96484208158845,1.85506157984636,0.0740834650160109,0.105765226824236,-6.03647688189871,no DE
PIP4K2B,-0.174297397218315,6.33127189977986,-1.90236498687535,0.0673945915644453,0.0971616527160045,-6.03707690088275,no DE
C22orf40,0.216220424805931,2.54759086060953,1.61056554657827,0.118427035564284,0.160333779951614,-6.03833505096873,no DE
GADD45A,0.497127803108204,4.57936640545624,1.75565500550667,0.0900196607287275,0.125846270910579,-6.03913255615122,no DE
PMVK,0.244802095463293,5.67380147698439,1.90200404615572,0.067443580392847,0.0972215411228969,-6.03987781072829,no DE
CACNA1C,-0.4462404676135,3.42910142076126,-1.84497091970786,0.0755821464094456,0.107645800009001,-6.04120475461437,no DE
NEK3,-0.266447862197168,2.84962327858984,-1.7241302840481,0.0956460886562396,0.132815786726585,-6.04196581659602,no DE
CIZ1,0.167823609958036,6.34784363271691,1.90684168444258,0.0667895498951856,0.0964705095476217,-6.04256558176581,no DE
DDX51,0.235214213077609,4.21348697891333,1.82656312842615,0.0783833143574681,0.11124686335849,-6.04437470702456,no DE
HMG20B,0.205919707256991,6.0364838145846,1.90668217165582,0.0668110273857906,0.0964908542229171,-6.04749177271094,no DE
BCAS2,0.157592469166355,5.07380459578672,1.88081282300714,0.0703743850533827,0.101033529267686,-6.04758078340355,no DE
SOD2,-0.372015557429185,8.2709360722226,-1.86489356533282,0.0726478908401827,0.103852033636722,-6.04761359733843,no DE
SLC25A4,-0.273561346873852,5.52342171571428,-1.89680345523622,0.0681528670226223,0.0981356175671581,-6.0478170960955,no DE
HSPA7,0.363948416484421,1.79602310745893,0.687876097681179,0.497157533272548,0.561138455059699,-6.04830655881762,no DE
ARID2,0.197979546417931,4.98908844031416,1.88349547582918,0.0699973792195593,0.100547572460978,-6.04857936324463,no DE
NCOA2,0.291601955563164,4.81419141609353,1.85978632267653,0.0733905804334398,0.104844833796398,-6.04884286018871,no DE
ARHGEF5,0.259426710333365,4.48008777892046,1.773640722917,0.0869372053079169,0.121941902093729,-6.04910813278837,no DE
CLIP1,-0.249035853367325,6.60139017550797,-1.89983700692192,0.0677383522809585,0.097603346100381,-6.04915939290504,no DE
NMT2,-0.223118147995604,3.6064063121785,-1.79508067742554,0.083380491431462,0.117584869776888,-6.04931674524304,no DE
PDK3,0.326877645681645,2.8688562572045,1.5424089382504,0.134136869693984,0.178662097970977,-6.04956297362895,no DE
AGAP6,0.297536445133542,1.8734270441767,1.1939725820029,0.242448605523077,0.301082832070471,-6.05021253015412,no DE
SKA2,0.316907878752354,4.93456858654448,1.884139722256,0.0699071007425294,0.100428944088954,-6.05045688409609,no DE
HSPB1,0.385225035230844,8.57693728211219,1.8289158634233,0.0780203981801038,0.110779969264103,-6.05046856477299,no DE
C19orf28,0.324656056427644,5.75549320328661,1.88489351913194,0.0698015987793213,0.100299457162757,-6.0507835374205,no DE
CCDC117,0.206196562076876,5.12830964906686,1.88846252900485,0.0693039452603567,0.0996831291992767,-6.05134872063406,no DE
RRM2B,-0.321975894109303,6.20738594398977,-1.90414136525901,0.067153941209236,0.0968575021662052,-6.05154497834683,no DE
TDP2,0.216082636947056,5.56170744503935,1.88939732728157,0.0691741078999627,0.099518310417526,-6.05313511251659,no DE
ARFGAP2,-0.141575057620559,6.47799759214749,-1.89887738485791,0.0678692413726559,0.0977595682671902,-6.05527844744985,no DE
C9orf25,-0.2609733111743,4.54292308238609,-1.87002200498043,0.0719086504486649,0.102953122113242,-6.05575505500683,no DE
FBXW5,0.233496372474251,6.93623110814811,1.88617434295895,0.0696226495351864,0.100075371036536,-6.05688594185708,no DE
ZNF224,0.2212714248782,3.13953419778278,1.63347208448194,0.113501018193578,0.154341992966014,-6.05779938137784,no DE
GLIS3,0.44109028264754,4.2175973448605,1.78874961429879,0.084417615904947,0.118829196636177,-6.05821283669909,no DE
NAGLU,-0.260424749592279,5.97231175577053,-1.89908463005086,0.0678409553113331,0.0977296092792,-6.0583642951683,no DE
MTDH,0.200459260311599,7.30642768732298,1.87636716862054,0.0710030186546029,0.101792626840315,-6.05854836241708,no DE
RPLP2,0.231455427941571,8.71509848520044,1.80206848332206,0.0822484273623545,0.116252162681193,-6.05904862388409,no DE
PDE4D,-0.455039102273993,6.09023722218531,-1.88701981118105,0.0695047432129786,0.0999311329879618,-6.06121198849976,no DE
GOLT1A,0.410339650897044,3.03849281578439,1.51066280687049,0.142013934977914,0.188079128781119,-6.06157218102042,no DE
LOC221710,0.224714335240167,4.10838392568019,1.82537172904182,0.0785676427138667,0.111472113080881,-6.06185389887172,no DE
FOXJ3,0.187668761754944,6.07930527611319,1.89795788040226,0.0679948641372191,0.0979297099837936,-6.06290450909382,no DE
RAB4A,0.264834380448705,5.17193070849332,1.87720167637367,0.0708846473257811,0.101654284942147,-6.06319084231661,no DE
TMEM143,0.24323706271422,2.46123764659258,1.47761566327643,0.150607305109605,0.198133153960459,-6.06370264973365,no DE
MIB2,-0.193872564771733,4.71954363322501,-1.86624497582691,0.0724524580446947,0.103618049179073,-6.06549725955889,no DE
SULF2,0.567323831402927,5.0530349352228,1.87710963224575,0.0708976950175529,0.101661827206868,-6.06556435575376,no DE
SGSM2,-0.259524604152632,5.71850951621776,-1.89293654525633,0.0686844393833824,0.0988683267833359,-6.06556890566024,no DE
EIF4EBP3,-0.365891556689919,3.65731475412644,-1.71248758399814,0.0977977724847386,0.135500936656755,-6.06573122281014,no DE
HSD11B1L,0.225418183205913,2.4175583064223,1.45500144603149,0.156724980393585,0.205065273564301,-6.0673284330479,no DE
PDPK1,-0.193676625841049,6.02142748528806,-1.89533507801185,0.0683542991824611,0.0984148099744832,-6.06785999999005,no DE
GPR137B,-0.288633225327136,4.35926662842342,-1.79810569137486,0.082888799613903,0.116979943924778,-6.06891744301687,no DE
FBXO2,0.567241209522767,3.68967416292256,1.50605444794776,0.143187921903915,0.189398609364684,-6.06975026359544,no DE
ZNF226,0.201016384465306,3.64989025261013,1.73698053065933,0.0933177447991664,0.129969752759658,-6.06981562037477,no DE
CMPK1,0.202222202038539,7.67169751266073,1.85119793033622,0.0746542503392546,0.106475298260303,-6.07004073974145,no DE
TNFSF13B,-0.290392860022671,2.55287178420549,-1.41443950911036,0.168193780970649,0.217995573727523,-6.07053522858778,no DE
C9orf69,0.177058020869166,5.65641688475526,1.88718078832747,0.0694823134381381,0.0999176641300008,-6.07096084459562,no DE
FAM160A1,0.331083629915461,2.50507564165065,1.4108705209976,0.169233919975049,0.219169595935541,-6.07106963622187,no DE
SPOCD1,-0.605405500953271,2.58162968475893,-1.34266637095388,0.190102364942099,0.242680309984276,-6.07203182353702,no DE
CCL17,-0.58104602716482,0.844614905925005,-0.85566967392251,0.399401895868666,0.465273801586229,-6.07210264277106,no DE
PLTP,0.375422467283062,6.54279107504097,1.87813488821103,0.0707524772298337,0.101498195986484,-6.07238292357455,no DE
TRAK1,-0.266324948452841,6.48610363763334,-1.88644581456594,0.0695847721180561,0.100031941680285,-6.07316423832991,no DE
ZNF238,0.372792101439646,5.2957655677784,1.86872489008603,0.0720950074697005,0.103163355898049,-6.07408236668076,no DE
FAM164C,-0.348864412180653,2.17573076339537,-1.37051265689565,0.181352303561776,0.232739319476145,-6.07486461034201,no DE
C2orf74,-0.252320488515839,3.12560881909347,-1.56450100436133,0.128868173556289,0.172666420594359,-6.07590715661291,no DE
MALL,-0.606162255266485,7.98431152110659,-1.83365812024484,0.0772932710659064,0.109863849808576,-6.07723032420753,no DE
C7orf60,0.224894194670066,3.88541220395571,1.77708866748536,0.0863566526205981,0.121192709026628,-6.07762747917211,no DE
C9orf103,-0.335453101669659,2.34512640319153,-1.44375720901779,0.159839900176138,0.208639021699913,-6.07887794996494,no DE
UBAC1,-0.241384828337287,4.97479508090067,-1.86434005953873,0.0727280666446692,0.103955262145518,-6.0791356263369,no DE
FAM176B,-0.23752392947563,3.60068930970316,-1.79739063484879,0.083004802346713,0.117118331535147,-6.07922791551524,no DE
FJX1,0.462045401011005,1.97988508313921,1.32161131574436,0.196933381263643,0.250567445719303,-6.07974699003016,no DE
RAB18,0.179470169458098,6.50728266037719,1.88700367984624,0.0695069912202333,0.0999311329879618,-6.08023597800277,no DE
RP9P,0.192339081603342,2.85039247247418,1.59401377606292,0.122095369356613,0.164929199649371,-6.08036645955615,no DE
MET,0.476008308665373,7.18178608421925,1.86083428537331,0.0732376554284321,0.104637819210521,-6.08072000285826,no DE
CHMP6,-0.179525704305116,5.22316959289969,-1.86962387167908,0.0719658061497778,0.103012355266263,-6.08246616272219,no DE
GLOD4,0.171718299786259,5.69075464838403,1.87897747842644,0.0706333247990601,0.101349542552724,-6.08355665466317,no DE
STAM2,-0.203446417472876,5.70837210716817,-1.88049396215012,0.0704193125817492,0.101075795813676,-6.08475390897015,no DE
COPE,0.185124857893547,7.04149498797933,1.87526366126008,0.0711598085970305,0.101970466749044,-6.08503807028507,no DE
ZBTB6,0.18098086519452,3.94080405457017,1.77300911006505,0.0870439130416464,0.122065341312055,-6.08506658546775,no DE
MARCH7,-0.143087594462908,6.49336357911286,-1.87756723651699,0.0708328479215336,0.101591161841532,-6.08720888882617,no DE
ZRSR2,-0.229926120915901,3.59693428960427,-1.73265225160084,0.094096580016353,0.130900848231211,-6.08740710868024,no DE
RNF145,-0.325817473476004,7.96881270136342,-1.84234399735782,0.0759765528400726,0.108148521725351,-6.0883039795896,no DE
UPRT,-0.188669594619869,3.76119640075175,-1.74333879050246,0.0921835217800261,0.12849973406607,-6.08858106771775,no DE
TMEM56,-0.315639260216221,4.57399928303861,-1.83138178739017,0.0776415704897087,0.110302070048125,-6.08868055310614,no DE
XBP1,0.308207003120623,8.44836045409082,1.81068414744309,0.0808707424479131,0.114478451488191,-6.09012786819207,no DE
LY75,-0.360197292848608,4.9726336769769,-1.87012321563506,0.0718941269747833,0.10294361994316,-6.09028023802875,no DE
WNT5A,-0.396965034432625,4.61271521797982,-1.83353042376772,0.0773127742034936,0.109863849808576,-6.09107910833994,no DE
MARCH9,0.197663195532557,4.28050546643013,1.79011471340911,0.0841930663700472,0.118551466594199,-6.09384388817465,no DE
RNF144A,0.379865216278391,4.53426430798554,1.84503923246573,0.0755719134558528,0.107642971010394,-6.09724378300715,no DE
ARHGAP27,-0.314053409753202,5.98318880196833,-1.87793316062974,0.0707810297018551,0.101527997878936,-6.09731750493857,no DE
PLUNC,1.49253663137654,0.199405520313605,0.495950356580721,0.6237777488979,0.681638422466663,-6.09778954141216,no DE
DUSP6,-0.551726631408568,7.83784135599109,-1.79487058574544,0.0834147324146618,0.117588525751975,-6.09806180789166,no DE
DYNC2LI1,-0.214104577654501,4.22477786783554,-1.79571850006506,0.0832766118503306,0.117463757778514,-6.09884549583374,no DE
REST,0.209995032466057,3.61202761039371,1.7407595431316,0.092642208653181,0.129125333641214,-6.10019798153461,no DE
SRRM1,0.184165464713106,6.42833298165684,1.87533654341896,0.0711494440450655,0.101970466749044,-6.1010818978995,no DE
RBM5,-0.190841195310646,6.1937204255612,-1.87614411051618,0.0710346873938419,0.101824706188427,-6.10115709838261,no DE
RAB23,-0.269386456479841,4.28919553702731,-1.83654495326256,0.0768534896612406,0.109325261611614,-6.10181472927949,no DE
TMBIM6,-0.181219969214107,10.1084507351051,-1.72190107701247,0.0960549491571917,0.133340981745063,-6.10232134324086,no DE
HAUS4,0.32944677116175,5.52576362183071,1.85465617673706,0.0741431790879942,0.105827328226964,-6.10278427316984,no DE
RIPK3,-0.324714241341765,3.59218778258699,-1.64378558164874,0.111339282062395,0.151861196317706,-6.10279507743539,no DE
RNASE6,-0.455154379650718,3.92065306372529,-1.53707279753277,0.135435466501245,0.180226235522556,-6.10281612139124,no DE
SLC5A8,0.278716776220043,0.950027584147789,0.283046425053565,0.779211327053213,0.818486360325253,-6.10392887178932,no DE
APTX,0.180241846865583,4.43217991521228,1.80171345355657,0.0823056259472105,0.116274046988515,-6.10492397970178,no DE
IFI27L1,-0.322770398765263,2.26109231284393,-1.38367972353078,0.177326038874215,0.228380541235829,-6.10618021655244,no DE
DNAH2,0.702534438474048,2.79259247342928,1.66911993540886,0.106174195902376,0.145668675542749,-6.10688521295935,no DE
PHPT1,0.367493749967472,6.05851723249766,1.86565605555333,0.0725375683020918,0.103717042288006,-6.10751968703884,no DE
DYRK3,-0.40879440838593,3.4792806368789,-1.58321760929518,0.124538166336669,0.167812190068395,-6.10756104318501,no DE
EFNB3,0.568708212296061,2.00027086528622,1.52044192606385,0.139548495780258,0.185152115818226,-6.10813437111972,no DE
ADAMTSL1,0.459265720841957,1.75577820710581,1.7345246718024,0.0937589831637526,0.13051466431017,-6.10853145131494,no DE
ATP5I,0.201168183354461,5.54855737052925,1.85601254235126,0.0739435549903208,0.105577031643914,-6.1091036399,no DE
RAI14,0.359192181328723,6.62291060041644,1.86760597904938,0.0722560965430551,0.103371199931664,-6.10978238347985,no DE
PLS3,-0.33305566298948,8.52723046278953,-1.76836971313716,0.0878311342458731,0.12303711046484,-6.11091878444514,no DE
MCF2L,0.416076311728861,4.40445486821089,1.83012449595905,0.0778345242487556,0.110540098467959,-6.11122594552757,no DE
S100B,0.712309717866555,1.52549440398273,0.967328201129671,0.341613912402062,0.405592723174833,-6.11138363874916,no DE
ALG12,0.169891588852554,4.91103417655059,1.83350751192402,0.0773162739861777,0.109863849808576,-6.11341891857348,no DE
DPCD,0.386262699434215,3.43463753696247,1.64229679471433,0.111649205491266,0.15217260930119,-6.11415934362969,no DE
ASAP1,-0.320701357493536,5.77097546282117,-1.86705151009405,0.0723360381819871,0.103474225357751,-6.1158368847346,no DE
RGS3,-0.259291998178157,6.06348660527298,-1.84572039285837,0.0754699437494922,0.107521193599882,-6.11596139431005,no DE
PTPN11,-0.219512088977202,7.14186693186432,-1.83354630824763,0.0773103479300177,0.109863849808576,-6.11693436395043,no DE
RNF213,0.289018610468708,7.77001527200899,1.8274214641825,0.0782507461784737,0.111070790546718,-6.11838925826197,no DE
DNHD1,-0.392724423620801,2.58321400067198,-1.30843465454008,0.201303784091034,0.255455793674924,-6.1204589751972,no DE
WDTC1,-0.196177481472155,6.6967236430122,-1.84968046811331,0.0748794614891532,0.10677317138059,-6.1214995031835,no DE
CCNG2,0.287562641704878,5.64614833157149,1.86252116643817,0.0729920725338208,0.104298360458015,-6.12277547456707,no DE
FRMD6,0.386378472716048,4.21686404112231,1.80991834168641,0.0809923938627504,0.114625796063155,-6.12659385685356,no DE
ITGA3,-0.432820262822885,8.78982068990324,-1.75223131568307,0.0906168103208542,0.126599724405235,-6.12777392812229,no DE
SNAPC5,0.209495649034486,2.24556012155946,1.37067539204325,0.181302108998354,0.232697780605262,-6.12799834689934,no DE
WASH2P,-0.198268466526553,3.95577550109314,-1.76779820380595,0.0879285263220547,0.123160323434036,-6.12866991729172,no DE
HELQ,-0.181736396519391,3.41115745506381,-1.6705139723016,0.105895890879657,0.145363241524048,-6.12994857964996,no DE
NKX3-1,-0.45047988319994,1.97844186227622,-1.21974323399398,0.232678509493232,0.290303248366961,-6.13015947542734,no DE
APOH,-0.562544180320634,1.80500223156355,-1.31595242904253,0.198801257449299,0.252648506813912,-6.13133343564534,no DE
PIGA,-0.477840303609514,5.00368218145659,-1.77762091495065,0.086267329286721,0.12110426588749,-6.13231528745842,no DE
CSRP2,-0.336884696334518,3.29970035066843,-1.68081875417482,0.103857505837285,0.142971105641646,-6.13267839942773,no DE
NUB1,-0.171256686827254,6.4906097653371,-1.85194061663042,0.0745442386923758,0.106353256929892,-6.1333775320029,no DE
LOC220729,0.219478125283706,2.1021950705971,1.27132157601852,0.214013912907276,0.269255287246137,-6.13623892047642,no DE
PLEC,0.345957879516568,9.26031074554527,1.72854787707437,0.0948401917162134,0.131865042870871,-6.13634123172428,no DE
C17orf51,0.264884870125154,2.94288626782722,1.57710314453865,0.12593938417404,0.169338091202078,-6.13760798059151,no DE
RNF123,-0.144275820199413,5.23933070176299,-1.84070181858193,0.076224007426991,0.108477100844365,-6.13916759400048,no DE
GDAP2,0.191258766607843,4.27907693348127,1.76496307864101,0.088413023656451,0.123743743998475,-6.13992442289019,no DE
EREG,0.920181882692451,1.39298432909682,0.745896529891852,0.461910623867422,0.527545662205045,-6.13994500908072,no DE
ACD,0.20067735738339,3.9344703117348,1.75007503174559,0.0909946235171026,0.127059565764735,-6.14158714560603,no DE
PDE4A,-0.360307634843474,5.49586775529679,-1.84352644706053,0.0757988012634257,0.107930811922275,-6.1416533346407,no DE
POGK,0.179033224682023,6.40736425571052,1.85128720232288,0.0746410193919875,0.106468060990451,-6.14234952565906,no DE
FKBP7,0.213737243736897,3.62300212145633,1.78878898316387,0.0844111328499477,0.118829196636177,-6.14240969754263,no DE
ATP6V1C1,0.175397101042154,6.15603496637317,1.85183544056596,0.0745598095852879,0.106363846395275,-6.14312053210785,no DE
