,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction
ASB6,0.34739173988534,4.72481598517213,4.14324797577504,0.000283282659637462,0.000731202008354319,-0.809773840062516,no DE
ELOVL6,1.83186154327365,2.61899179085894,3.83936350037498,0.000640629537994469,0.00151214057132763,-0.810347859646583,up
STK35,0.548823551823181,5.39025307109332,4.16166136911242,0.000269524485563162,0.000701096673984844,-0.811919281545479,no DE
RBM14,0.309604568753022,5.40942585337594,4.16512186700865,0.000267013453054225,0.000695519977021759,-0.813494119275612,no DE
FLJ39653,1.04492044534138,1.90239460266062,3.81352595039926,0.000686265683691449,0.0016085160655817,-0.817497394087178,up
PLS1,0.795216042547931,5.67190782150294,4.15588035206226,0.000273771419347358,0.000711151907809168,-0.818144442184162,no DE
MAZ,0.544119845966059,7.46214508147271,4.14868081138083,0.00027915284368426,0.000722829214165969,-0.819948861631406,no DE
ADHFE1,-1.02973308770668,2.13518581232423,-3.9051721174319,0.000537400152419821,0.00129160084506277,-0.820324770203777,down
ACTR3,0.388027499411681,7.79998180780389,4.13945247665335,0.000286203534073487,0.000737720128408615,-0.82344642495023,no DE
ECM1,1.2085923492511,4.83357726675371,4.14806782053747,0.000279615825514481,0.000723740902328083,-0.826859371973548,up
COX5A,0.554463641594911,5.63527235424469,4.15317264948857,0.000275783226078803,0.000715239111863028,-0.827839684384811,no DE
ARHGEF18,-0.510348873645046,6.16173346275681,-4.16571460554216,0.000266585667183758,0.000694559423902114,-0.829686474700669,no DE
GZMA,-1.08812543878149,2.95950823995038,-3.96579966438956,0.000456843590725834,0.00111649117950652,-0.831070935760762,down
ELAC2,0.337997803988856,5.53340426446867,4.1620447926814,0.000269245119170666,0.000700509575550069,-0.831281848482461,no DE
RANGAP1,0.627222919442272,6.08550951123128,4.16436545877283,0.000267560344919509,0.00069654271683972,-0.832616540541239,no DE
LRWD1,0.586266875036289,4.45145035698252,4.12292792205687,0.00029927015347095,0.000768063962496325,-0.832762596076631,no DE
C10orf79,-1.60776782502042,2.36948952884999,-4.0678733130232,0.000347191538659821,0.000875220385115227,-0.833131814742276,down
FLT1,-0.75842675935018,6.12494331957513,-4.14745265605373,0.000280081210434795,0.000724658085194328,-0.837009097893484,no DE
PSPC1,0.389415287193173,4.90047449140847,4.13425611298966,0.000290250677545095,0.000747414104161792,-0.839830390626574,no DE
MPPE1,-0.573292242758915,5.13518589106818,-4.15446313339267,0.000274822591916397,0.000713067913256349,-0.840074092506565,no DE
NCOA4,-0.507906836694776,8.15415515928123,-4.11688346082921,0.00030419521104573,0.000778667605829883,-0.841540119650712,no DE
LOC147727,-0.531534048313977,4.40010502048507,-4.11334089719371,0.000307118751701624,0.00078525339494421,-0.841640867478657,no DE
HES6,2.70926155118405,2.62755005151524,3.85205462943253,0.000619315327475075,0.0014660723557367,-0.842685629005667,up
LSM4,0.575602440405564,5.98081584785456,4.15599711123166,0.000273684994354417,0.000711068915467397,-0.843331181090555,no DE
C7orf28A,0.56076978526616,5.38439878030441,4.14922286489797,0.000278744069621544,0.000722057221823777,-0.843648209652129,no DE
NANP,0.608287571598558,3.08230816930149,3.971486904701,0.00044992557164399,0.00110144007626951,-0.846920111676754,no DE
HSD17B12,-0.412828877778018,6.82199449163421,-4.15187090296558,0.00027675559975112,0.000717333368457381,-0.848701351098778,no DE
CHAC1,1.30290716897418,1.42324754812419,3.77090959172606,0.000768578179747426,0.00177656295028212,-0.849610077133586,up
ZNF320,0.527930756751005,4.11985903881938,4.09194141934483,0.000325376948746447,0.000826614502138453,-0.852226525836318,no DE
ATP13A2,0.497126990894094,6.11662451210489,4.15477466425894,0.00027459118388129,0.000712714003420657,-0.858260707871668,no DE
PARN,0.507182785563256,5.65485224455085,4.14854642370079,0.000279254279717505,0.00072294845560345,-0.859173762846039,no DE
SPATA13,-0.566559942343295,4.38876023515027,-4.11926535981277,0.00030224496173126,0.00077463253200042,-0.860943345735781,no DE
RELL1,-0.621784627759931,4.76369524017807,-4.11750200461373,0.00030368757119421,0.000777871637911701,-0.866278381253115,no DE
MAN1A2,0.520819833824723,4.89605766694123,4.13150506451074,0.000292416100785723,0.000752396484044163,-0.86644302766985,no DE
TNRC18,0.616910207579333,7.7450788657887,4.118190263993,0.000303123697089207,0.000776579709147286,-0.867954700166143,no DE
DCTN1,-0.322462297800081,7.59532716287929,-4.11644128582868,0.000304558617333999,0.000779185345366657,-0.868223684301205,no DE
ZNF814,0.655923908328143,2.91187180575417,3.99537936892844,0.000421969943332682,0.00104159865172494,-0.870110029893858,no DE
PTER,0.64652603636786,4.4592912606854,4.06481960515382,0.000350060294010415,0.000881770941280962,-0.874882208245283,no DE
GPCPD1,-0.6572168355121,6.4934827544188,-4.1448693431027,0.000282043895606283,0.000728728141856447,-0.877607355939833,no DE
GPR56,0.951817187142622,6.39196091322113,4.14587786720097,0.000281276055386255,0.000727461135517492,-0.878748850867413,no DE
MESDC1,-0.602740660251203,5.55527626251938,-4.14486777513463,0.000282045090987418,0.000728728141856447,-0.881602722549379,no DE
ESPN,2.12766062059191,1.62642312514131,3.77955513806151,0.000751134517109809,0.00174086627340809,-0.884579394142106,up
CXorf40A,0.391413508140237,3.68223783985179,4.03396518677912,0.000380386940012711,0.000947571983301359,-0.888862603049937,no DE
SLC26A2,-0.675396359329556,5.60007624823975,-4.13992943858133,0.00028583485670041,0.000737060921475791,-0.892297706192887,no DE
UBA2,0.451369233660312,6.54875254521821,4.13888036191176,0.00028664638037454,0.000738715736037288,-0.893219207948199,no DE
C1orf86,0.501664996835145,4.49648611151459,4.101657629792,0.000316958130427617,0.000807584320997791,-0.894382265303295,no DE
NOL3,0.56272888432428,4.77979355659525,4.09654422395654,0.000321361640269958,0.000817527478160936,-0.895343200169969,no DE
RAB2A,0.476545248098631,5.78743748526415,4.13871361887322,0.000286775575200892,0.000738756973178852,-0.8957960378218,no DE
CXorf21,-0.742097472921723,1.90567715308191,-3.90058421333061,0.000544034376622281,0.00130538248493578,-0.896402623006989,no DE
DLAT,0.460154089493042,5.45671447044984,4.13007239707819,0.000293550090918532,0.000755165419148523,-0.89817442658379,no DE
SH3PXD2B,0.928190063707889,5.28433245430534,4.12940889443437,0.000294076736856084,0.000756222152518216,-0.900756592050685,no DE
ZNF398,0.403618855875664,4.25026752002811,4.0911300031018,0.000326089903416988,0.000827942328205007,-0.901742977215812,no DE
MBD3,-0.416686103927112,6.60126083523464,-4.12774982220733,0.000295397682422108,0.000758871471886594,-0.902663476546524,no DE
FBLN1,-1.37179729654352,8.0146888867307,-4.06629497391225,0.000348671381171411,0.000878707739124489,-0.908530101523061,down
ARL8B,-0.378439436951454,6.97346727916795,-4.12422607631065,0.000298222709158171,0.000765827468550385,-0.910686529797366,no DE
HIST1H2BC,1.87230532443606,1.2558277100977,3.66831144885904,0.00100832300865646,0.002263005541952,-0.910686786837446,up
DHX40,0.432128387526072,5.98678504693132,4.13426872012983,0.000290240790616284,0.000747414104161792,-0.912927648747463,no DE
EPPK1,1.06703445486817,4.75317463941282,4.07771137505398,0.000338105849755508,0.000854792883373744,-0.913111422562115,up
ODF3B,-0.931363196075246,4.12070188495925,-4.06883714118776,0.000346290901413309,0.000873118627805277,-0.916347573996958,no DE
GPR180,0.5800712618179,3.68691442052244,4.03232024817513,0.000382074393369709,0.000951033000887644,-0.918040242805234,no DE
TOB2,-0.386068451029099,6.48924542545782,-4.12833604108078,0.00029493027072775,0.000757969053713194,-0.919253476578954,no DE
ZNF559,-0.377940456815247,3.76365995170512,-4.08420027442692,0.000332241766493856,0.000842087723892099,-0.919488909465667,no DE
HIP1R,0.605585135568093,5.23609111229489,4.11700164433357,0.000304098153065083,0.000778617730866719,-0.919887134134497,no DE
HS3ST1,1.26123045386684,2.96283926747959,3.94495168377279,0.000483108303240474,0.00117342997435763,-0.919962815946874,up
C2orf42,0.360506207458435,2.95586089223769,3.97001788527927,0.000451702580828794,0.00110537566320927,-0.921915573548673,no DE
CHERP,0.375567330786673,5.77003806295878,4.12965377380837,0.000293882258911281,0.000755870960703241,-0.922757105964613,no DE
REG4,5.91861181614505,-4.68629156999053,3.64879273448911,0.00106155529871155,0.00236984458937607,-0.923055579814404,up
GGPS1,0.438811150969439,5.27911342885306,4.11964512660636,0.000301935157832251,0.000774294619879053,-0.92427168592558,no DE
ZNF542,-0.598205393301066,3.60073749570812,-4.05825358044888,0.00035630790385488,0.000895089890111191,-0.925125633754534,no DE
NUP93,0.40073856837305,5.27814944915467,4.11840402080318,0.0003029487814725,0.000776283950640074,-0.930802620656168,no DE
PPIA,0.4394866186992,7.48198801329541,4.10908403327849,0.000310668425069252,0.000792951691910236,-0.931750666868014,no DE
NT5C2,0.470388821611515,6.59667512375519,4.12554795139286,0.000297159838978752,0.000763248205074704,-0.933774254168588,no DE
PHF11,-0.47856663614469,4.74457310952056,-4.10033338717959,0.00031809279010938,0.000810159061326388,-0.936009508570411,no DE
F5,3.06088886193633,1.86850917113292,3.68985252798148,0.000952593894849716,0.00215013109276731,-0.938148437683874,up
AKT1S1,0.388103877369863,5.40598576687426,4.11683265951438,0.000304236940912618,0.000778667605829883,-0.940534715970081,no DE
SAT2,-0.659867419672044,5.0856873285313,-4.10324218867977,0.00031560566232238,0.000804452394121074,-0.94109991346643,no DE
NUDCD2,0.453736237753819,4.2109088365516,4.06400396964242,0.00035083047022584,0.00088302933433434,-0.942254518160726,no DE
CYP2B7P1,-1.9302912278259,6.47473113965178,-4.11419562871062,0.000306410850180866,0.000783616933270149,-0.943327670657675,down
ZDHHC2,-0.748628917250528,5.69020881966063,-4.12055146502807,0.000301197054836082,0.000772705416032897,-0.945103544544413,no DE
THAP8,0.675014000875462,2.71757767278268,3.92377696397006,0.000511301021196195,0.00123432813568965,-0.945471328960939,no DE
ASH1L,0.544968029207994,6.43116653083675,4.11970355035392,0.000301887525044073,0.000774294619879053,-0.946409211158439,no DE
GAA,-0.715381022046373,7.91891834970442,-4.08569539677359,0.000330904874451905,0.000839188134101557,-0.946647004709023,no DE
LMAN2,0.463332674452019,7.35252834323406,4.1045649270825,0.000314481021810492,0.000802055642378341,-0.949033631110763,no DE
KDM1B,0.483688844724822,4.78848292473924,4.07945676565016,0.000336518575523279,0.000851274605873132,-0.949351539446626,no DE
DNAJC7,0.318930539377067,6.05083078562679,4.11954698879087,0.00030201518611085,0.000774347716422102,-0.94963183959858,no DE
CCL4,-1.28981630088846,3.28911055929463,-3.99411613646405,0.000423404282934547,0.00104434922621781,-0.949974547291029,down
ZNF827,0.541278651928413,2.63217993661042,3.92529777625652,0.000509223445073089,0.00123022277041255,-0.951628074525168,no DE
POLDIP3,-0.330660675328258,6.57046315754041,-4.10927261188964,0.000310510322474929,0.000792703156515792,-0.951674820951356,no DE
IL20RA,-1.1185045876159,4.10651376534704,-4.03746316471597,0.000376822891570793,0.000940771723893062,-0.951933369651379,down
MRPL44,0.527716315551442,4.56544496624753,4.08271791375359,0.00033357249905489,0.000844742685210108,-0.952527397281044,no DE
SCARF2,-0.7434530299423,4.23894226538139,-4.10773009921131,0.000311805882939584,0.000795699352885707,-0.953716850051637,no DE
CD55,-1.2135276074977,8.94754285331894,-4.06170535332894,0.000353009960192007,0.000888001351009108,-0.953735602304151,down
ARG2,0.840695533953912,3.29027581371024,3.93114741001881,0.000501309216191361,0.00121357366449292,-0.954435626496636,no DE
SIKE1,0.429584676941906,5.03064265015887,4.10565185978964,0.000313559828465712,0.000799862505562428,-0.954457455177961,no DE
KRT81,5.47514185981481,-0.544907787546737,3.56047236111293,0.00133863157525647,0.00291851644426635,-0.95453667315416,up
NCF1B,-1.48462006629542,1.27497099583133,-3.63777983415314,0.00109278792873441,0.00243249673154336,-0.954712454904289,down
H2AFZ,0.57184412062814,6.77122599683576,4.11327781745811,0.000307171059111709,0.00078525339494421,-0.955274932727733,no DE
CRLS1,-0.677928223738444,6.52022476142489,-4.11006235019794,0.000309849073965105,0.00079116978921489,-0.958299922149505,no DE
C6orf118,-1.67697391056644,-0.473785343263857,-3.75665162935415,0.000798214272113984,0.00183466999364392,-0.958884936413915,down
RASGRP3,-0.508669972382951,3.79147577259406,-4.07583983777224,0.000339816034874107,0.000858451461817633,-0.958896141145804,no DE
PDS5A,0.292209389078215,7.14650915806372,4.10108250342032,0.000317450429085,0.000808680806176132,-0.964448804460435,no DE
CDV3,-0.418871478389276,7.63003886580338,-4.08677528877541,0.000329942565561837,0.000836910281437749,-0.965586268994892,no DE
UBE2W,0.510791656866166,5.20117981064196,4.09385111458179,0.00032370504049486,0.000822687284575431,-0.966151820478671,no DE
GM2A,-0.684749874819175,7.27821148987775,-4.0968689108169,0.000321080246502856,0.000816970849435045,-0.968504669597315,no DE
RRP9,0.620895460874139,4.04051165917274,4.04436343779272,0.000369888353088956,0.000925465338867192,-0.969098866122718,no DE
NEU3,0.667181411390903,1.82792321983397,3.79831855861356,0.000714597609502186,0.0016689287165561,-0.971217167198073,no DE
CRAT,0.361159900453361,5.13510646256884,4.10444714788383,0.000314581001619521,0.000802153900007738,-0.973958226721571,no DE
SWAP70,-0.512334547153575,6.77324771033442,-4.10341264070105,0.000315460515645632,0.000804239474750476,-0.974988879210253,no DE
UBE2G2,-0.426415362816491,6.3401399808936,-4.11082104008632,0.000309215129390189,0.00079001469640441,-0.975592477142544,no DE
DSC2,0.911233771236398,5.23775265278391,4.09720960787422,0.00032078523831289,0.000816385963016864,-0.979393191307341,no DE
RAC2,-0.764331181976034,6.12247726100605,-4.10666565491847,0.000312703017360694,0.000797832776702334,-0.985278363231931,no DE
ZNF671,-0.502806750007916,2.71766333559508,-3.97050258219642,0.000451115503136671,0.00110414600833358,-0.985512260828599,no DE
CD1C,-0.942221489887456,2.31722719519482,-4.00111648238809,0.000415515604951392,0.00102701540121968,-0.989325706418779,no DE
C2orf68,0.537186042923768,5.32608148080447,4.09173962132782,0.000325554115925278,0.000826903653468116,-0.989993609572126,no DE
COG6,0.43080055722345,4.67909163841691,4.07991753840977,0.000336100770408511,0.000850382507490268,-0.99026318504349,no DE
TIGD1,0.932643025218377,1.96212971749226,3.77487901920239,0.000760520656111223,0.00175980785751104,-0.991895399418404,no DE
SEL1L3,0.611733047337043,7.1466686233406,4.09536564067672,0.000322385116779541,0.000819492293928598,-0.992788802328067,no DE
SS18L1,0.591828667837899,3.95548198937588,4.03223793980075,0.000382159022266407,0.000951062291257085,-0.993600491304771,no DE
C5orf30,0.780593997556893,3.11916161525007,3.95485009515224,0.000470458245394356,0.00114611636377987,-0.994721876454345,no DE
FEM1C,-0.565374178553905,5.66840798596733,-4.09760713520797,0.000320441358590967,0.000815822323715213,-0.994784229464721,no DE
RUFY3,-0.508999579578709,5.31983959479045,-4.09251236691658,0.000324876203617638,0.000825503034031737,-0.995753464568836,no DE
ZNF821,0.565882344023772,2.5927453019539,3.9034002627209,0.000539952840741884,0.00129678094391974,-0.997951145510949,no DE
ZCCHC7,0.463398779269228,4.10373248462274,4.03856375004363,0.00037570832840555,0.000938587714962228,-0.998581389158458,no DE
NRXN3,-0.961764218425435,3.12384951295512,-3.98152749619625,0.000437962463923942,0.00107578548016545,-1.00366530562582,no DE
ALAD,-0.468618729543524,5.80544182147911,-4.10013657904029,0.000318261763797776,0.000810431292011777,-1.00383886506914,no DE
CCDC77,0.766038540656349,2.53818640083685,3.81270191866931,0.000687772314949386,0.00161114321222108,-1.00593150837291,no DE
PRMT2,-0.391305714913493,6.43629098825722,-4.09144796929263,0.000325810337755354,0.000827393451112965,-1.00713614721726,no DE
NPAS2,1.49000533356658,3.39781688932455,3.85282770350898,0.000618039668121135,0.00146384899074309,-1.00830130517492,up
FXR1,0.450229222191258,6.41177835088095,4.09580832928038,0.000322000311928418,0.000818833055055842,-1.00905577434427,no DE
TOMM20,0.516657798856817,7.85213435807053,4.05998740767167,0.000354647571523675,0.000891605306451951,-1.01723697377216,no DE
ZNRD1,0.728646645971649,3.73172247088905,3.97778555782441,0.00044238390115577,0.00108460500784866,-1.01786778520161,no DE
MRPL28,0.377049761024304,5.74352036394597,4.09054116162812,0.000326608255132829,0.000829097151740337,-1.01850749570527,no DE
MMAB,-0.583991631883874,4.88583544005663,-4.06062934035035,0.000354034783520468,0.000890236183643356,-1.02055534490798,no DE
C18orf22,0.551710877673903,3.65537769616457,3.98941458342733,0.00042878490192919,0.00105542698941763,-1.02641682937025,no DE
